verse	position	greek	strong	transliteration	gloss	inflected
2:3	7	καὶ	G2532	kai	and	and
2:3	8	πᾶσα	G3956	pasa	all	all
2:3	9	Ἱεροσόλυμα	G2414	Hierosolyma	Jerusalem	Jerusalem
2:3	10	μετ’	G3326	met’	with	with
2:3	11	αὐτοῦ	G846	autou	him	him
2:4	1	καὶ	G2532	kai	And	And
2:4	2	συναγαγὼν	G4863	synagagōn	when he had assembled	when he had assembled
2:4	3	πάντας	G3956	pantas	all	all
2:4	4	τοὺς	G3588	tous	the	the
2:4	5	ἀρχιερεῖς	G749	archiereis	chief priests	chief priests
2:4	6	καὶ	G2532	kai	and	and
2:4	7	γραμματεῖς	G1122	grammateis	scribes	scribes
2:4	8	τοῦ	G3588	tou	of the	of the
2:4	9	λαοῦ	G2992	laou	people	people
2:4	10	ἐπυνθάνετο	G4441	epynthaneto	he asked	he asked
2:4	11	παρ’	G3844	par’	. . .	. . .
2:4	12	αὐτῶν	G846	autōn	them	them
2:4	13	ποῦ	G4226	pou	where	where
2:4	14	ὁ	G3588	ho	the	the
2:4	15	Χριστὸς	G5547	Christos	Christ	Christ
2:4	16	γεννᾶται	G1080	gennatai	was to be born	was to be born
2:5	1	Ἐν	G1722	En	In	In
2:5	2	Βηθλέεμ	G965	Bēthleem	Bethlehem	Bethlehem
2:5	3	τῆς	G3588	tēs	-	-
2:5	4	Ἰουδαίας	G2449	Ioudaias	in Judea	in Judea
2:5	5	Οἱ	G3588	Hoi	-	-
2:5	6	δὲ	G1161	de	-	-
2:5	7	εἶπαν	G2036	eipan	they replied	they replied
2:5	8	αὐτῷ	G846	autō	. . .	. . .
2:5	9	γὰρ	G1063	gar	for	for
2:5	10	οὕτως	G3779	houtōs	this is what	this is what
2:5	11	διὰ	G1223	dia	-	-
2:5	12	τοῦ	G3588	tou	the	the
2:5	13	προφήτου	G4396	prophētou	prophet	prophet
2:5	14	γέγραπται	G1125	gegraptai	has written	has written
2:6	1	Καὶ	G2532	Kai	[But]	[But]
2:6	2	σύ	G4771	sy	you	you
2:6	3	Βηθλέεμ	G965	Bēthleem	Bethlehem	Bethlehem
2:6	4	γῆ	G1093	gē	[in the] land	[in the] land
2:6	5	Ἰούδα	G2448	Iouda	of Judah	of Judah
2:6	6	εἶ	G1510	ei	are	are
2:6	7	οὐδαμῶς	G3760	oudamōs	by no means	by no means
2:6	8	ἐλαχίστη	G1646	elachistē	least	least
2:6	9	ἐν	G1722	en	among	among
2:6	10	τοῖς	G3588	tois	the	the
2:6	11	ἡγεμόσιν	G2232	hēgemosin	rulers	rulers
2:6	12	Ἰούδα	G2448	Iouda	of Judah	of Judah
2:6	13	γὰρ	G1063	gar	for	for
2:6	14	ἐκ	G1537	ek	out	out
2:6	15	σοῦ	G4771	sou	of you	of you
2:6	16	ἐξελεύσεται	G1831	exeleusetai	will come	will come
2:6	17	ἡγούμενος	G2233	hēgoumenos	a ruler	a ruler
2:6	18	ὅστις	G3748	hostis	who	who
2:6	19	ποιμανεῖ	G4165	poimanei	will be the shepherd	will be the shepherd
2:6	20	τὸν	G3588	ton	-	-
2:6	21	μου	G1473	mou	of My	of My
2:6	22	λαόν	G2992	laon	people	people
2:6	23	τὸν	G3588	ton	-	-
2:6	24	Ἰσραήλ	G2474	Israēl	Israel	Israel
2:7	1	Τότε	G5119	Tote	Then	Then
2:7	2	Ἡρῴδης	G2264	Hērōdēs	Herod	Herod
2:7	3	καλέσας	G2564	kalesas	called	called
2:7	4	τοὺς	G3588	tous	the	the
2:7	5	μάγους	G3097	magous	Magi	Magi
2:7	6	λάθρᾳ	G2977	lathra	secretly	secretly
2:7	7	ἠκρίβωσεν	G198	ēkribōsen	[and] learned	[and] learned
2:7	8	παρ’	G3844	par’	from	from
2:7	9	αὐτῶν	G846	autōn	them	them
2:7	10	τὸν	G3588	ton	the	the
2:7	11	χρόνον	G5550	chronon	{exact} time	{exact} time
2:7	12	τοῦ	G3588	tou	the	the
2:7	13	ἀστέρος	G792	asteros	star	star
2:7	14	φαινομένου	G5316	phainomenou	had appeared	had appeared
2:8	1	καὶ	G2532	kai	And	And
2:8	2	πέμψας	G3992	pempsas	sending	sending
2:8	3	αὐτοὺς	G846	autous	them	them
2:8	4	εἰς	G1519	eis	to	to
2:8	5	Βηθλέεμ	G965	Bēthleem	Bethlehem	Bethlehem
2:8	6	εἶπεν	G2036	eipen	he said	he said
2:8	7	Πορευθέντες	G4198	Poreuthentes	Go	Go
2:8	8	ἐξετάσατε	G1833	exetasate	[and] search	[and] search
2:8	9	ἀκριβῶς	G199	akribōs	carefully	carefully
2:8	10	περὶ	G4012	peri	for	for
2:8	11	τοῦ	G3588	tou	the	the
2:8	12	παιδίου	G3813	paidiou	Child	Child
2:8	13	δὲ	G1161	de	and	and
2:8	14	ἐπὰν	G1875	epan	when	when
2:8	15	εὕρητε	G2147	heurēte	you find [Him]	you find [Him]
2:8	16	ἀπαγγείλατέ	G518	apangeilate	report	report
2:8	17	μοι	G1473	moi	to me	to me
2:8	18	ὅπως	G3704	hopōs	so that	so that
2:8	19	κἀγὼ	G2504	kagō	I too	I too
2:8	20	ἐλθὼν	G2064	elthōn	may go	may go
2:8	21	προσκυνήσω	G4352	proskynēsō	[and] worship	[and] worship
2:8	22	αὐτῷ	G846	autō	Him	Him
2:9	1	Οἱ	G3588	Hoi	-	-
2:9	2	δὲ	G1161	de	After	After
2:9	3	ἀκούσαντες	G191	akousantes	they had heard	they had heard
2:9	4	τοῦ	G3588	tou	the	the
2:9	5	βασιλέως	G935	basileōs	king	king
2:9	6	ἐπορεύθησαν	G4198	eporeuthēsan	they went on their way	they went on their way
2:9	7	καὶ	G2532	kai	and	and
2:9	8	ἰδοὺ	G2400	idou	-	-
2:9	9	ὁ	G3588	ho	the	the
2:9	10	ἀστὴρ	G792	astēr	star	star
2:9	11	ὃν	G3739	hon	-	-
2:9	12	εἶδον	G3708	eidon	they had seen	they had seen
2:9	13	ἐν	G1722	en	in	in
2:9	14	τῇ	G3588	tē	the	the
2:9	15	ἀνατολῇ	G395	anatolē	east	east
2:9	16	προῆγεν	G4254	proēgen	went ahead of	went ahead of
2:9	17	αὐτούς	G846	autous	them	them
2:9	18	ἕως	G2193	heōs	until	until
2:9	19	ἐλθὼν	G2064	elthōn	vvv	vvv
2:9	20	ἐστάθη	G2476	estathē	it stood	it stood
2:9	21	ἐπάνω	G1883	epanō	over	over
2:9	22	οὗ	G3757	hou	the place where	the place where
2:9	23	τὸ	G3588	to	the	the
2:9	24	παιδίον	G3813	paidion	Child	Child
2:9	25	ἦν	G1510	ēn	was	was
2:10	1	δὲ	G1161	de	When	When
2:10	2	ἰδόντες	G3708	idontes	they saw	they saw
2:10	3	τὸν	G3588	ton	the	the
2:10	4	ἀστέρα	G792	astera	star	star
2:10	5	ἐχάρησαν	G5463	echarēsan	they rejoiced	they rejoiced
2:10	6	σφόδρα	G4970	sphodra	vvv	vvv
2:10	7	μεγάλην	G3173	megalēn	vvv	vvv
2:10	8	χαρὰν	G5479	charan	with great delight	with great delight
2:11	1	καὶ	G2532	kai	[On]	[On]
2:11	2	ἐλθόντες	G2064	elthontes	coming	coming
2:11	3	εἰς	G1519	eis	to	to
2:11	4	τὴν	G3588	tēn	the	the
2:11	5	οἰκίαν	G3614	oikian	house	house
2:11	6	εἶδον	G3708	eidon	they saw	they saw
2:11	7	τὸ	G3588	to	the	the
2:11	8	παιδίον	G3813	paidion	Child	Child
2:11	9	μετὰ	G3326	meta	with	with
2:11	10	τῆς	G3588	tēs	-	-
2:11	11	αὐτοῦ	G846	autou	His	His
2:11	12	μητρὸς	G3384	mētros	mother	mother
2:11	13	Μαρίας	G3137	Marias	Mary	Mary
2:11	14	καὶ	G2532	kai	and	and
2:11	15	πεσόντες	G4098	pesontes	they fell down	they fell down
2:11	16	προσεκύνησαν	G4352	prosekynēsan	[and] worshiped	[and] worshiped
2:11	17	αὐτῷ	G846	autō	Him	Him
2:11	18	καὶ	G2532	kai	Then	Then
2:11	19	ἀνοίξαντες	G455	anoixantes	they opened	they opened
2:11	20	τοὺς	G3588	tous	-	-
2:11	21	αὐτῶν	G846	autōn	their	their
2:11	22	θησαυροὺς	G2344	thēsaurous	treasures	treasures
2:11	23	προσήνεγκαν	G4374	prosēnenkan	[and] presented	[and] presented
2:11	24	αὐτῷ	G846	autō	Him	Him
2:11	25	δῶρα	G1435	dōra	with gifts	with gifts
2:11	26	χρυσὸν	G5557	chryson	[of] gold	[of] gold
2:11	27	καὶ	G2532	kai	and	and
2:11	28	λίβανον	G3030	libanon	frankincense	frankincense
2:11	29	καὶ	G2532	kai	and	and
2:11	30	σμύρναν	G4666	smyrnan	myrrh	myrrh
2:12	1	Καὶ	G2532	Kai	And	And
2:12	2	χρηματισθέντες	G5537	chrēmatisthentes	having been warned	having been warned
2:12	3	κατ’	G2596	kat’	in	in
2:12	4	ὄναρ	G3677	onar	a dream	a dream
2:12	5	μὴ	G3361	mē	not	not
2:12	6	ἀνακάμψαι	G344	anakampsai	to return	to return
2:12	7	πρὸς	G4314	pros	to	to
2:12	8	Ἡρῴδην	G2264	Hērōdēn	Herod	Herod
2:12	9	ἀνεχώρησαν	G402	anechōrēsan	they withdrew	they withdrew
2:12	10	εἰς	G1519	eis	to	to
2:12	11	τὴν	G3588	tēn	-	-
2:12	12	αὐτῶν	G846	autōn	their	their
2:12	13	χώραν	G5561	chōran	country	country
2:12	14	δι’	G1223	di’	by	by
2:12	15	ἄλλης	G243	allēs	another	another
2:12	16	ὁδοῦ	G3598	hodou	route	route
2:13	1	δὲ	G1161	de	When	When
2:13	2	αὐτῶν	G846	autōn	[the Magi]	[the Magi]
2:13	3	Ἀναχωρησάντων	G402	Anachōrēsantōn	had gone	had gone
2:13	4	ἰδοὺ	G2400	idou	-	-
2:13	5	ἄγγελος	G32	angelos	an angel	an angel
2:13	6	κυρίου	G2962	kyriou	of [the] Lord	of [the] Lord
2:13	7	φαίνεται	G5316	phainetai	appeared	appeared
2:13	8	τῷ	G3588	tō	-	-
2:13	9	Ἰωσὴφ	G2501	Iōsēph	to Joseph	to Joseph
2:13	10	κατ’	G2596	kat’	in	in
2:13	11	ὄναρ	G3677	onar	a dream	a dream
2:13	12	Ἐγερθεὶς	G1453	Egertheis	Get up	Get up
2:13	13	λέγων	G3004	legōn	he said	he said
2:13	14	παράλαβε	G3880	paralabe	Take	Take
2:13	15	τὸ	G3588	to	the	the
2:13	16	παιδίον	G3813	paidion	Child	Child
2:13	17	καὶ	G2532	kai	and	and
2:13	18	τὴν	G3588	tēn	-	-
2:13	19	αὐτοῦ	G846	autou	His	His
2:13	20	μητέρα	G3384	mētera	mother	mother
2:13	21	καὶ	G2532	kai	and	and
2:13	22	φεῦγε	G5343	pheuge	flee	flee
2:13	23	εἰς	G1519	eis	to	to
2:13	24	Αἴγυπτον	G125	Aigypton	Egypt	Egypt
2:13	25	καὶ	G2532	kai	-	-
2:13	26	ἴσθι	G1510	isthi	Stay	Stay
2:13	27	ἐκεῖ	G1563	ekei	there	there
2:13	28	ἕως	G2193	heōs	until	until
2:13	29	ἂν	G302	an	-	-
2:13	30	εἴπω	G2036	eipō	I tell	I tell
2:13	31	σοι	G4771	soi	you	you
2:13	32	γὰρ	G1063	gar	for	for
2:13	33	Ἡρῴδης	G2264	Hērōdēs	Herod	Herod
2:13	34	μέλλει	G3195	mellei	is going	is going
2:13	35	ζητεῖν	G2212	zētein	to search for	to search for
2:13	36	τὸ	G3588	to	the	the
2:13	37	παιδίον	G3813	paidion	Child	Child
2:13	38	τοῦ	G3588	tou	-	-
2:13	39	ἀπολέσαι	G622	apolesai	to kill	to kill
2:13	40	αὐτό	G846	auto	Him	Him
2:14	1	Ὁ	G3588	Ho	-	-
2:14	2	δὲ	G1161	de	So	So
2:14	3	ἐγερθεὶς	G1453	egertheis	he got up	he got up
2:14	4	παρέλαβεν	G3880	parelaben	took	took
2:14	5	τὸ	G3588	to	the	the
2:14	6	παιδίον	G3813	paidion	Child	Child
2:14	7	καὶ	G2532	kai	and	and
2:14	8	τὴν	G3588	tēn	-	-
2:14	9	αὐτοῦ	G846	autou	His	His
2:14	10	μητέρα	G3384	mētera	mother	mother
2:14	11	νυκτὸς	G3571	nyktos	by night	by night
2:14	12	καὶ	G2532	kai	and	and
2:14	13	ἀνεχώρησεν	G402	anechōrēsen	withdrew	withdrew
2:14	14	εἰς	G1519	eis	to	to
2:14	15	Αἴγυπτον	G125	Aigypton	Egypt	Egypt
2:15	1	καὶ	G2532	kai	-	-
2:15	2	ἐκεῖ	G1563	ekei	where	where
2:15	3	ἦν	G1510	ēn	he stayed	he stayed
2:15	4	ἕως	G2193	heōs	until	until
2:15	5	τῆς	G3588	tēs	the	the
2:15	6	τελευτῆς	G5054	teleutēs	death	death
2:15	7	Ἡρῴδου	G2264	Hērōdou	of Herod	of Herod
2:15	8	ἵνα	G2443	hina	This	This
2:15	9	πληρωθῇ	G4137	plērōthē	fulfilled	fulfilled
2:15	10	τὸ	G3588	to	what	what
2:15	11	ὑπὸ	G5259	hypo	-	-
2:15	12	κυρίου	G2962	kyriou	[the] Lord	[the] Lord
2:15	13	ῥηθὲν	G2046	rhēthen	had spoken	had spoken
2:15	14	διὰ	G1223	dia	through	through
2:15	15	τοῦ	G3588	tou	the	the
2:15	16	προφήτου	G4396	prophētou	prophet	prophet
2:15	17	λέγοντος	G3004	legontos	-	-
2:15	18	Ἐξ	G1537	Ex	Out	Out
2:15	19	Αἰγύπτου	G125	Aigyptou	of Egypt	of Egypt
2:15	20	ἐκάλεσα	G2564	ekalesa	I called	I called
2:15	21	τὸν	G3588	ton	-	-
2:15	22	μου	G1473	mou	My	My
2:15	23	υἱόν	G5207	huion	Son	Son
2:16	1	Τότε	G5119	Tote	When	When
2:16	2	Ἡρῴδης	G2264	Hērōdēs	Herod	Herod
2:16	3	ἰδὼν	G3708	idōn	saw	saw
2:16	4	ὅτι	G3754	hoti	that	that
2:16	5	ἐνεπαίχθη	G1702	enepaichthē	he had been outwitted	he had been outwitted
2:16	6	ὑπὸ	G5259	hypo	by	by
2:16	7	τῶν	G3588	tōn	the	the
2:16	8	μάγων	G3097	magōn	Magi	Magi
2:16	9	λίαν	G3029	lian	vvv	vvv
2:16	10	ἐθυμώθη	G2373	ethymōthē	he was filled with rage	he was filled with rage
2:16	11	καὶ	G2532	kai	-	-
2:16	12	ἀποστείλας	G649	aposteilas	Sending orders	Sending orders
2:16	13	ἀνεῖλεν	G337	aneilen	he put to death	he put to death
2:16	14	πάντας	G3956	pantas	all	all
2:16	15	τοὺς	G3588	tous	the	the
2:16	16	παῖδας	G3816	paidas	boys	boys
2:16	17	τοὺς	G3588	tous	-	-
2:16	18	ἐν	G1722	en	in	in
2:16	19	Βηθλέεμ	G965	Bēthleem	Bethlehem	Bethlehem
2:16	20	καὶ	G2532	kai	and	and
2:16	21	ἐν	G1722	en	. . .	. . .
2:16	22	πᾶσι	G3956	pasi	. . .	. . .
2:16	23	τοῖς	G3588	tois	-	-
2:16	24	αὐτῆς	G846	autēs	its	its
2:16	25	ὁρίοις	G3725	horiois	vicinity	vicinity
2:16	26	ἀπὸ	G575	apo	[who were]	[who were]
2:16	27	διετοῦς	G1332	dietous	two years old	two years old
2:16	28	καὶ	G2532	kai	and	and
2:16	29	κατωτέρω	G2736	katōterō	under	under
2:16	30	κατὰ	G2596	kata	according to	according to
2:16	31	τὸν	G3588	ton	the	the
2:16	32	χρόνον	G5550	chronon	time	time
2:16	33	ὃν	G3739	hon	-	-
2:16	34	ἠκρίβωσεν	G198	ēkribōsen	he had learned	he had learned
2:16	35	παρὰ	G3844	para	from	from
2:16	36	τῶν	G3588	tōn	the	the
2:16	37	μάγων	G3097	magōn	Magi	Magi
2:17	1	τότε	G5119	tote	Then	Then
2:17	2	τὸ	G3588	to	what was	what was
2:17	3	ῥηθὲν	G2046	rhēthen	spoken	spoken
2:17	4	διὰ	G1223	dia	through	through
2:17	5	τοῦ	G3588	tou	the	the
2:17	6	προφήτου	G4396	prophētou	prophet	prophet
2:17	7	Ἰερεμίου	G2408	Ieremiou	Jeremiah	Jeremiah
2:17	8	λέγοντος	G3004	legontos	-	-
2:17	9	ἐπληρώθη	G4137	eplērōthē	was fulfilled	was fulfilled
2:18	1	Φωνὴ	G5456	Phōnē	A voice	A voice
2:18	2	ἠκούσθη	G191	ēkousthē	is heard	is heard
2:18	3	ἐν	G1722	en	in	in
2:18	4	Ῥαμὰ	G4471	Rhama	Ramah	Ramah
2:18	5	κλαυθμὸς	G2805	klauthmos	weeping	weeping
2:18	6	καὶ	G2532	kai	and	and
2:18	7	πολύς	G4183	polys	great	great
2:18	8	ὀδυρμὸς	G3602	odyrmos	mourning	mourning
2:18	9	Ῥαχὴλ	G4478	Rhachēl	Rachel	Rachel
2:18	10	κλαίουσα	G2799	klaiousa	weeping [for]	weeping [for]
2:18	11	τὰ	G3588	ta	-	-
2:18	12	αὐτῆς	G846	autēs	her	her
2:18	13	τέκνα	G5043	tekna	children	children
2:18	14	καὶ	G2532	kai	and	and
2:18	15	ἤθελεν	G2309	ēthelen	refusing	refusing
2:18	16	οὐκ	G3756	ouk	. . .	. . .
2:18	17	παρακληθῆναι	G3870	paraklēthēnai	to be comforted	to be comforted
2:18	18	ὅτι	G3754	hoti	because	because
2:18	19	εἰσίν	G1510	eisin	they are	they are
2:18	20	οὐκ	G3756	ouk	no more	no more
2:19	1	δὲ	G1161	de	After	After
2:19	2	τοῦ	G3588	tou	-	-
2:19	3	Ἡρῴδου	G2264	Hērōdou	Herod	Herod
2:19	4	Τελευτήσαντος	G5053	Teleutēsantos	died	died
2:19	5	ἰδοὺ	G2400	idou	-	-
2:19	6	ἄγγελος	G32	angelos	an angel	an angel
2:19	7	Κυρίου	G2962	Kyriou	of [the] Lord	of [the] Lord
2:19	8	φαίνεται	G5316	phainetai	appeared	appeared
2:19	9	κατ’	G2596	kat’	in	in
2:19	10	ὄναρ	G3677	onar	a dream	a dream
2:19	11	τῷ	G3588	tō	to	to
2:19	12	Ἰωσὴφ	G2501	Iōsēph	Joseph	Joseph
2:19	13	ἐν	G1722	en	in	in
2:19	14	Αἰγύπτῳ	G125	Aigyptō	Egypt	Egypt
2:20	1	Ἐγερθεὶς	G1453	Egertheis	Get up	Get up
2:20	2	λέγων	G3004	legōn	he said	he said
2:20	3	παράλαβε	G3880	paralabe	Take	Take
2:20	4	τὸ	G3588	to	the	the
2:20	5	παιδίον	G3813	paidion	Child	Child
2:20	6	καὶ	G2532	kai	and	and
2:20	7	τὴν	G3588	tēn	-	-
2:20	8	αὐτοῦ	G846	autou	His	His
2:20	9	μητέρα	G3384	mētera	mother	mother
2:20	10	καὶ	G2532	kai	and	and
2:20	11	πορεύου	G4198	poreuou	go	go
2:20	12	εἰς	G1519	eis	to	to
2:20	13	γῆν	G1093	gēn	[the] land	[the] land
2:20	14	Ἰσραήλ	G2474	Israēl	of Israel	of Israel
2:20	15	γὰρ	G1063	gar	for	for
2:20	16	οἱ	G3588	hoi	those	those
2:20	17	ζητοῦντες	G2212	zētountes	seeking	seeking
2:20	18	τὴν	G3588	tēn	the	the
2:20	19	τοῦ	G3588	tou	vvv	vvv
2:20	20	παιδίου	G3813	paidiou	Child’s	Child’s
2:20	21	ψυχὴν	G5590	psychēn	life	life
2:20	22	τεθνήκασιν	G2348	tethnēkasin	are now dead	are now dead
2:21	1	Ὁ	G3588	Ho	-	-
2:21	2	δὲ	G1161	de	So	So
2:21	3	ἐγερθεὶς	G1453	egertheis	[Joseph] got up	[Joseph] got up
2:21	4	παρέλαβεν	G3880	parelaben	took	took
2:21	5	τὸ	G3588	to	the	the
2:21	6	παιδίον	G3813	paidion	Child	Child
2:21	7	καὶ	G2532	kai	and	and
2:21	8	τὴν	G3588	tēn	-	-
2:21	9	αὐτοῦ	G846	autou	His	His
2:21	10	μητέρα	G3384	mētera	mother	mother
2:21	11	καὶ	G2532	kai	and	and
2:21	12	εἰσῆλθεν	G1525	eisēlthen	went	went
2:21	13	εἰς	G1519	eis	to	to
2:21	14	γῆν	G1093	gēn	[the] land	[the] land
2:21	15	Ἰσραήλ	G2474	Israēl	of Israel	of Israel
2:22	1	δὲ	G1161	de	But	But
2:22	2	ἀκούσας	G191	akousas	when he learned	when he learned
2:22	3	ὅτι	G3754	hoti	that	that
2:22	4	Ἀρχέλαος	G745	Archelaos	Archelaus	Archelaus
2:22	5	βασιλεύει	G936	basileuei	was reigning in	was reigning in
2:22	6	τῆς	G3588	tēs	-	-
2:22	7	Ἰουδαίας	G2449	Ioudaias	Judea	Judea
2:22	8	ἀντὶ	G473	anti	in place of	in place of
2:22	9	τοῦ	G3588	tou	-	-
2:22	10	αὐτοῦ	G846	autou	his	his
2:22	11	πατρὸς	G3962	patros	father	father
2:22	12	Ἡρῴδου	G2264	Hērōdou	Herod	Herod
2:22	13	ἐφοβήθη	G5399	ephobēthē	he was afraid	he was afraid
2:22	14	ἀπελθεῖν	G565	apelthein	to go	to go
2:22	15	ἐκεῖ	G1563	ekei	there	there
2:22	16	δὲ	G1161	de	And	And
2:22	17	χρηματισθεὶς	G5537	chrēmatistheis	having been warned	having been warned
2:22	18	κατ’	G2596	kat’	in	in
2:22	19	ὄναρ	G3677	onar	a dream	a dream
2:22	20	ἀνεχώρησεν	G402	anechōrēsen	he withdrew	he withdrew
2:22	21	εἰς	G1519	eis	to	to
2:22	22	τὰ	G3588	ta	the	the
2:22	23	μέρη	G3313	merē	district	district
2:22	24	τῆς	G3588	tēs	-	-
2:22	25	Γαλιλαίας	G1056	Galilaias	of Galilee	of Galilee
2:23	1	καὶ	G2532	kai	and	and
2:23	2	ἐλθὼν	G2064	elthōn	he went	he went
2:23	3	κατῴκησεν	G2730	katōkēsen	[and] lived	[and] lived
2:23	4	εἰς	G1519	eis	in	in
2:23	5	πόλιν	G4172	polin	a town	a town
2:23	6	λεγομένην	G3004	legomenēn	called	called
2:23	7	Ναζαρέτ	G3478	Nazaret	Nazareth	Nazareth
2:23	8	ὅπως	G3704	hopōs	So	So
2:23	9	πληρωθῇ	G4137	plērōthē	was fulfilled	was fulfilled
2:23	10	τὸ	G3588	to	what	what
2:23	11	ῥηθὲν	G2046	rhēthen	was spoken	was spoken
2:23	12	διὰ	G1223	dia	through	through
2:23	13	τῶν	G3588	tōn	the	the
2:23	14	προφητῶν	G4396	prophētōn	prophets	prophets
2:23	15	ὅτι	G3754	hoti	-	-
2:23	16	κληθήσεται	G2564	klēthēsetai	He will be called	He will be called
2:23	17	Ναζωραῖος	G3480	Nazōraios	a Nazarene	a Nazarene
3:1	1	δὲ	G1161	de	-	-
3:1	2	Ἐν	G1722	En	In	In
3:1	3	ταῖς	G3588	tais	-	-
3:1	4	ἐκείναις	G1565	ekeinais	those	those
3:1	5	ἡμέραις	G2250	hēmerais	days	days
3:1	6	Ἰωάννης	G2491	Iōannēs	John	John
3:1	7	ὁ	G3588	ho	the	the
3:1	8	βαπτιστὴς	G910	baptistēs	Baptist	Baptist
3:1	9	παραγίνεται	G3854	paraginetai	came	came
3:1	10	κηρύσσων	G2784	kēryssōn	preaching	preaching
3:1	11	ἐν	G1722	en	in	in
3:1	12	τῇ	G3588	tē	the	the
3:1	13	ἐρήμῳ	G2048	erēmō	wilderness	wilderness
3:1	14	τῆς	G3588	tēs	-	-
3:1	15	Ἰουδαίας	G2449	Ioudaias	of Judea	of Judea
3:2	1	καὶ	G2532	kai	and	and
3:2	2	λέγων	G3004	legōn	saying	saying
3:2	3	Μετανοεῖτε	G3340	Metanoeite	Repent	Repent
3:2	4	γὰρ	G1063	gar	for	for
3:2	5	ἡ	G3588	hē	the	the
3:2	6	βασιλεία	G932	basileia	kingdom	kingdom
3:2	7	τῶν	G3588	tōn	of	of
3:2	8	οὐρανῶν	G3772	ouranōn	heaven	heaven
3:2	9	ἤγγικεν	G1448	ēngiken	is near	is near
3:3	1	γάρ	G1063	gar	-	-
3:3	2	οὗτος	G3778	houtos	This	This
3:3	3	ἐστιν	G1510	estin	is	is
3:3	4	ὁ	G3588	ho	he who	he who
3:3	5	ῥηθεὶς	G2046	rhētheis	was spoken of	was spoken of
3:3	6	διὰ	G1223	dia	through	through
3:3	7	τοῦ	G3588	tou	the	the
3:3	8	προφήτου	G4396	prophētou	prophet	prophet
3:3	9	Ἠσαΐου	G2268	Ēsaiou	Isaiah	Isaiah
3:3	10	λέγοντος	G3004	legontos	-	-
3:3	11	Φωνὴ	G5456	Phōnē	[A] voice	[A] voice
3:3	12	βοῶντος	G994	boōntos	of one calling	of one calling
3:3	13	ἐν	G1722	en	in	in
3:3	14	τῇ	G3588	tē	the	the
3:3	15	ἐρήμῳ	G2048	erēmō	wilderness	wilderness
3:3	16	Ἑτοιμάσατε	G2090	Hetoimasate	Prepare	Prepare
3:3	17	τὴν	G3588	tēn	the	the
3:3	18	ὁδὸν	G3598	hodon	way	way
3:3	19	Κυρίου	G2962	Kyriou	for [the] Lord	for [the] Lord
3:3	20	ποιεῖτε	G4160	poieite	make	make
3:3	21	εὐθείας	G2117	eutheias	straight	straight
3:3	22	τρίβους	G5147	tribous	paths	paths
3:3	23	τὰς	G3588	tas	-	-
3:3	24	αὐτοῦ	G846	autou	for Him	for Him
3:4	1	δὲ	G1161	de	-	-
3:4	2	Ἰωάννης	G2491	Iōannēs	John	John
3:4	3	Αὐτὸς	G846	Autos	-	-
3:4	4	ὁ	G3588	ho	-	-
3:4	5	εἶχεν	G2192	eichen	wore	wore
3:4	6	τὸ	G3588	to	-	-
3:4	7	αὐτοῦ	G846	autou	-	-
3:4	8	ἔνδυμα	G1742	endyma	a garment	a garment
3:4	9	ἀπὸ	G575	apo	of	of
3:4	10	καμήλου	G2574	kamēlou	camel’s	camel’s
3:4	11	τριχῶν	G2359	trichōn	hair	hair
3:4	12	καὶ	G2532	kai	with	with
3:4	13	δερματίνην	G1193	dermatinēn	[a] leather	[a] leather
3:4	14	ζώνην	G2223	zōnēn	belt	belt
3:4	15	περὶ	G4012	peri	around	around
3:4	16	τὴν	G3588	tēn	-	-
3:4	17	αὐτοῦ	G846	autou	his	his
3:4	18	ὀσφὺν	G3751	osphyn	waist	waist
3:4	19	δὲ	G1161	de	-	-
3:4	20	ἡ	G3588	hē	-	-
3:4	21	αὐτοῦ	G846	autou	His	His
3:4	22	τροφὴ	G5160	trophē	food	food
3:4	23	ἦν	G1510	ēn	was	was
3:4	24	ἀκρίδες	G200	akrides	locusts	locusts
3:4	25	καὶ	G2532	kai	and	and
3:4	26	ἄγριον	G66	agrion	wild	wild
3:4	27	μέλι	G3192	meli	honey	honey
3:5	1	Τότε	G5119	Tote	-	-
3:5	2	ἐξεπορεύετο	G1607	exeporeueto	[People] went out	[People] went out
3:5	3	πρὸς	G4314	pros	to	to
3:5	4	αὐτὸν	G846	auton	him	him
3:5	5	Ἱεροσόλυμα	G2414	Hierosolyma	[from] Jerusalem	[from] Jerusalem
3:5	6	καὶ	G2532	kai	and	and
3:5	7	πᾶσα	G3956	pasa	all	all
3:5	8	ἡ	G3588	hē	-	-
3:5	9	Ἰουδαία	G2449	Ioudaia	Judea	Judea
3:5	10	καὶ	G2532	kai	and	and
3:5	11	ἡ	G3588	hē	the	the
3:5	12	πᾶσα	G3956	pasa	whole	whole
3:5	13	περίχωρος	G4066	perichōros	region around	region around
3:5	14	τοῦ	G3588	tou	the	the
3:5	15	Ἰορδάνου	G2446	Iordanou	Jordan	Jordan
3:6	1	καὶ	G2532	kai	-	-
3:6	2	ἐξομολογούμενοι	G1843	exomologoumenoi	Confessing	Confessing
3:6	3	τὰς	G3588	tas	-	-
3:6	4	αὐτῶν	G846	autōn	their	their
3:6	5	ἁμαρτίας	G266	hamartias	sins	sins
